document,sentence,cosine_with_dovish,cosine_with_hawkish
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,Okay.,0.478754,0.259685
20240131.txt,"So, what are we looking for to get greater confidence?",0.530998,0.375859
20240131.txt,Let me say that we have confidence.,0.564603,0.430751
20240131.txt,We ’re—we’re  looking for greater confidence that inflation is moving sustainably down to 2 percent.,0.332293,0.471169
20240131.txt,"Implicitly, we do have confidence , and it has been increasing, but we want to get greater confidence .",0.454794,0.703742
20240131.txt,What do we want to see?,0.501726,0.020143
20240131.txt,We want to see more good data.,0.537296,0.507605
20240131.txt,It ’s not that we ’re looking for better data.,0.599961,0.330937
20240131.txt,"It’s—we’re looking at continuation of the good data that we ’ve been seeing, and a good example is inflation.",0.639604,0.548831
20240131.txt,So we have six months of good inflation data.,0.526800,0.623126
20240131.txt,"The question really is, that six months of good inflation data —is it sending us a true signal that we are, in fact, on a path—a sustainable path down to 2 percent inflation?",0.586591,0.642784
20240131.txt,That ’s the question.,0.550449,0.121448
20240131.txt,"And the answer will come from some more data that ’s also good

January 31, 2024   Chair Powell ’s Press Conference   FINAL

data.",0.576687,0.203836
20240131.txt,It doesn’t —it’s not that the six -month data isn’ t—isn’t  low enough.,0.490072,0.246819
20240131.txt,It is.,0.537454,0.282962
20240131.txt,"It’s just a question of, can we take that with confidence that we ’re moving sustainably down to 2 percent?",0.532578,0.478167
20240131.txt,That’s really what we’ re thinking about.,0.613369,0.233890
20240131.txt,"In terms of, of  growth, we ’ve had strong growth.",0.344513,0.677520
20240131.txt,"I mean, if you take a step back, we ’ve had strong growth—very strong growth [in real GDP] last year —going right into the fourth quarter.",0.454839,0.685632
20240131.txt,"And yet we ’ve had a very strong labor market, and we ’ve had inflation coming down.",0.361403,0.494786
20240131.txt,"So I think —whereas a year ago , we, we were thinking that we needed to see some softening in economic activity—that hasn’ t been the case.",0.611592,0.524027
20240131.txt,"So I think we , we look at —we look at  stronger growth.",0.530946,0.629405
20240131.txt,We don’ t look at it as a problem.,0.636786,0.229808
20240131.txt,"I think, at this point, we want to see strong growth.",0.442239,0.731246
20240131.txt,We want to see a strong labor market.,0.536990,0.633532
20240131.txt,We’ re not looking for a weaker labor market.,0.508214,0.414346
20240131.txt,"We’re looking for inflation to continue to come down, as it has been coming down for the last six months.",0.336406,0.410357
20240131.txt,JEANNA SMIALEK.,0.470217,0.014406
20240131.txt,And I ’m sorry .,0.309206,0.182530
20240131.txt,"If I could just follow up very quickly, the —when , when  you say that you want to make sure that it ’s a true signal, is there anything that you ’re seeing in the data that makes you doubt that it ’s a true signal at this stage?",0.593961,0.150436
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"No, I think it’s —I, I would say it, it seems —it seems to be the likely case that , that we will achieve that confidence, but we have to achieve it, and we haven ’t yet.",0.618912,0.490398
20240131.txt,"And so—I mean, it ’s a good story.",0.529151,0.409213
20240131.txt,We have six months of good inflation [readings] .,0.421406,0.735289
20240131.txt,"But you can—and you know this —you can look behind those numbers, and you can see that a lot of it ’s been coming from goods inflation, for example, and goods inflation running significantly negative.",0.517423,0.313246
20240131.txt,"It ’s a reasonable assumption that , over time , goods inflation will flatten out —probably approximate zero.",0.648516,0.779987
20240131.txt,That would mean the services sectors would have to contribute more.,0.601563,0.451229
20240131.txt,"So, in other words, what we care about is the aggregate number —not so much the composition.",0.632445,0.197187
20240131.txt,"But

January 31, 2024   Chair Powell ’s Press Conference   FINAL

we, we just need to see more.",0.596668,0.282651
20240131.txt,"That ’s where we are, as a Committee.",0.625660,0.181836
20240131.txt,"We need to see more evidence that sort of confirms what we think we ’re seeing and that tells us that we are on —gives us confidence that we ’re on, on a path to—a sustainable path down to 2 percent inflation.",0.546495,0.732602
20240131.txt,MICHELLE SMITH.,0.442845,-0.006296
20240131.txt,Nick.,0.440504,0.065642
20240131.txt,NICK TIMIRAOS.,0.469041,0.014151
20240131.txt,Nick Timiraos  of the Wall Street Journal.,0.461985,0.074345
20240131.txt,"Chair Powell, it seems to me you raised rates rapidly over the last two years for two reasons.",0.518002,0.667499
20240131.txt,One was the risk of a wage– price spiral.,0.362699,0.312096
20240131.txt,"Two, there were risks of inflation expectations becoming unanchored.",0.551467,0.446001
20240131.txt,This morning ’s ECI report for the fourth quarter shows private -sector payroll growth running at a sub–4 percent pace.,0.390234,0.609434
20240131.txt,Inflation expectations are very close to where they were before the inflation emergency of the last three years.,0.672405,0.601918
20240131.txt,"And , given that you appear to have substantially cut off these two tail risks and that you ’ve judged here today current policy as well into restrictive territory, what good reason is there to keep policy rates above 5 percent?",0.663311,0.614306
20240131.txt,Are you really going to learn more waiting six weeks versus three months from now that you have avoided those two risks?,0.632372,0.407781
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"So, as you know, almost every participant on the C ommittee does believe that it will be appropriate to reduce rates and  for, for —partly for the reasons that you say.",0.744188,0.579689
20240131.txt,"You know, we, w e feel like inflation is coming down.",0.375598,0.327437
20240131.txt,Growth has been strong.,0.247156,0.659951
20240131.txt,The labor market is strong.,0.453089,0.592619
20240131.txt,We’re —what we ’re trying to do is identify a place where we ’re really confident about inflation getting back down to 2 percent so that we can then begin the process of dialing back the restrictive level.,0.667417,0.541384
20240131.txt,"So, overall, I thi nk—I think  people do believe —and , as you know, the median participant wrote down three rate cuts this year.",0.528106,0.521719
20240131.txt,"But I think to get to that place where we feel comfortable starting the process, we need some confirmation that inflation is, in fact, coming down sustainably to 2 percent.",0.395725,0.535400
20240131.txt,"January 31, 2024   Chair Powell ’s Press Conference   FINAL

NICK TIMIRAOS.",0.508580,0.066305
20240131.txt,"If I could ask differently :  If, if you hold rates high as inflation moderates, as it —as it  has been, target rates will exceed the prescriptions of the Taylor rule or its variants .",0.732294,0.493075
20240131.txt,What would be the reasoning for holding rates higher than the levels recommended by those rules in the current instance?,0.691995,0.350570
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"Well , I—look, I think, as you know, we consult the range of Taylor rules and , and  non- Taylor kind of rules.",0.633155,0.166772
20240131.txt,We consult them regularly.,0.640723,0.196233
20240131.txt,"They ’re in our , our Tealbook, and, and they ’re in all the materials that we look at.",0.532640,0.083069
20240131.txt,"But, you know, I don’ t think we’ve ever been at a— at a place where we were —where we were setting policy by them.",0.637213,0.283407
20240131.txt,"And there —depending on the rule, it will tell you different things.",0.584394,0.096743
20240131.txt,There are many different formulations.,0.529348,0.060763
20240131.txt,"Another way to think about it is, implicitly, is—so, in theory, of course, real rates go up if —holding all else equal —as inflation comes down.",0.579543,0.586376
20240131.txt,But that doesn ’t mean we can mechanically adjust policy as real rates—sorry —as inflation comes down.,0.686259,0.547072
20240131.txt,"It doesn ’t mean that at all , because, for one thing, we , we don’t know —we, we look at more than just the fed funds rate.",0.674316,0.265080
20240131.txt,We look at —broadly—financial conditions.,0.729300,0.386405
20240131.txt,"But, in addition, we don’ t know with great confidence where the neutral rate of interest is at any given time.",0.724558,0.258347
20240131.txt,"But that also doesn’ t mean that we wait around  for—to see, you know, the economy turn down, because that would be too late.",0.578529,0.366345
20240131.txt,So we ’re really in a risk -management mode :  of managing the risk —as I mentioned in my opening remarks —managing the risk that we move too soon and move too late.,0.700689,0.337417
20240131.txt,"And I think to move, which is —which is where almost everyone on the C ommittee is —is in favor of , of moving rates down this year —but the timing of that is going to be linked to our gaining confidence that inflation is on a sustainable path down to 2 percent.",0.559948,0.577004
20240131.txt,MICHELLE SMITH.,0.442846,-0.006296
20240131.txt,Howard.,0.504602,0.130712
20240131.txt,"January 31, 2024   Chair Powell ’s Press Conference   FINAL

HOWARD SCHNEIDER.",0.507988,0.058430
20240131.txt,Hi.,0.439088,0.153749
20240131.txt,"Thanks, Chair Powell.",0.449629,0.512106
20240131.txt,"I ’d like you to, to  key in on the use of the word in, in the statement that inflation still “ remains elevated.",0.697398,0.591949
20240131.txt,”  You’ve pledged to cut rates before inflation reached 2 percent.,0.532310,0.519002
20240131.txt,"So that implies that there ’s some sort of intermediate step here on , on inflation and that a , a cut would be consequent with a change in the statement language that inflation “remains elevated.",0.711868,0.557408
20240131.txt,”  What ’s the step -down from there?,0.593361,0.173607
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"Yeah, I , I don’ t know that we ’ve worked out the particular s— statement language and that kind of thing.",0.622496,0.175719
20240131.txt,"I would just say, if you look at —you know, look at where , where  12-month inflation is, and it’s, you know, it ’s still well above —core is 2.9 percent, for example —12- month —which is way down from where it was.",0.309038,0.249094
20240131.txt,"Very, very positive development —very fast decline—a nd, and, you know, the , the case is likely that it will continue to come down.",0.389567,0.515052
20240131.txt,"So , so that ’s where —that ’s where it is.",0.583867,0.141169
20240131.txt,"But  we’re , you know, we ’re wanting to see, you know, more data.",0.568080,0.318917
20240131.txt,HOWARD SCHNEIDER.,0.502293,0.048696
20240131.txt,"So , if I—if I could follow up on that, the statement allows that you want greater confidence on inflation falling before you cut, but it doesn’ t mention the other side of the mandate —a slide in employment.",0.610898,0.578229
20240131.txt,"Would a slide in employment also bring you to the point of , of cutting rates?",0.497874,0.476396
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,Yes.,0.541957,0.292594
20240131.txt,So let me say that we’ re not looking for that.,0.598676,0.195507
20240131.txt,That ’s not something we ’re looking for.,0.612119,0.183629
20240131.txt,"But , yes, if you think about, you know —in, in the base case, the economy is performing well —the labor market remains strong.",0.557024,0.657836
20240131.txt,"If we saw an unexpected weakening in, in—certainly in the labor market, that would certainly weigh on cutting sooner.",0.541296,0.534082
20240131.txt,Absolutely.,0.552335,0.290816
20240131.txt,And if we saw inflation being stickier or higher or those sorts of things —would argue for moving later.,0.682907,0.385969
20240131.txt,"In the base case, though, where , where  the economy is healthy and we have, you know, we have ongoing growth—solid growth —we have a strong labor market —we

January 31, 2024   Chair Powell ’s Press Conference   FINAL

have inflation coming down—t hat’s what people are writing their SEP  [submissions] around.",0.618603,0.463235
20240131.txt,"And in that case, what we ’re saying is, based on that, we think we can and should take advantage of that and, and be careful as we approach that question of when to begin to dial back restriction .",0.723629,0.426633
20240131.txt,MICHELLE SMITH.,0.442845,-0.006296
20240131.txt,Claire.,0.505114,0.092152
20240131.txt,CLAIRE JONES.,0.428852,0.020956
20240131.txt,"Claire Jones, Financial Times.",0.464388,0.115439
20240131.txt,"Just to circle back to the “ greater confidence ” aspect of the statement, there’ s been a lot of unanimity in recent meetings.",0.565212,0.369448
20240131.txt,"I ’m just wondering, going forward, when it comes to all needing greater confidence, is the re unanimity or, at least , consensus among FOMC members about what the threshold for that greater confidence is?",0.633695,0.278933
20240131.txt,"And if not, could you maybe tell us a little bit about the discussion today on, you know, what the variations between FOMC members was on what constitutes enough confidence to cut rates  and also if there was any variation on how quickly that “ greater confidence ” threshold could be reached?",0.677531,0.323871
20240131.txt,Thank you.,0.520864,0.334204
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,So we’re not —we’re not really at that stage.,0.582148,0.237932
20240131.txt,"You know, we’re — we’re —there was no proposal to cut rates.",0.446312,0.413354
20240131.txt,"Some people did, you know, talk about their view of the rate path.",0.631229,0.181719
20240131.txt,"I would point you to the [December  2023] SEP as , as, you know, as  good evidence of where people are, although it is —it is  [now] one [FOMC meeting] cycle later.",0.662843,0.404488
20240131.txt,"So , you know, we’re not —we’re not  at a place of , of really working out those kinds of details, because we weren ’t actively considering, you know, a —moving, moving the federal funds rate down.",0.668530,0.392845
20240131.txt,"I will say, there is a—there is a  wide disparity —a healthy disparity —of views, and you see that in public , public  statements , in the minutes , and the transcripts when they’ re released every five years.",0.692758,0.312785
20240131.txt,"So  we do have a healthy set of differences, and I think that ’s actually essential for making good policy.",0.664448,0.528379
20240131.txt,"We’ re also able to reach agreement , generally , because we listen to each other —

January 31, 2024   Chair Powell ’s Press Conference   FINAL

we, we compromise .",0.590236,0.542972
20240131.txt,"And even though not everybody loves what we do, they’ re able to —for the most part— able to join in.",0.520887,0.448569
20240131.txt,"To me, that ’s a well -functioning public institution.",0.611802,0.445872
20240131.txt,MICHELLE SMITH.,0.442845,-0.006296
20240131.txt,Rachel.,0.448664,0.034602
20240131.txt,RACHEL SIEGEL.,0.457674,-0.001726
20240131.txt,"Hi, Chair Powell.",0.516440,0.244352
20240131.txt,Rachel Siegel from the Washington Post.,0.411762,0.038091
20240131.txt,Thanks for taking our questions.,0.512412,0.336265
20240131.txt,"So , over the past few years, there have been all these real -time indicators that helped us gain a sharper understanding of where the economy was, like OpenT able data or office attendance.",0.553084,0.455885
20240131.txt,You ’ve talked about vacancies in the past.,0.388235,0.020996
20240131.txt,"And I ’m wondering, at the start of this year, what might be on that dashboard for you that ’s giving you the clearest picture of the economy —including on rents —if you could touch on that.",0.619677,0.250078
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,Including?,0.437349,0.076779
20240131.txt,RACHEL SIEGEL.,0.457674,-0.001726
20240131.txt,Rent.,0.501159,0.014868
20240131.txt,Rent costs.,0.409085,0.014729
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,Yeah.,0.441489,0.227255
20240131.txt,"Well , so we’re not —you know, it ’s not the pandemic, so we can actually rely on more , more  traditional forms.",0.572659,0.297349
20240131.txt,People are working.,0.427589,0.151496
20240131.txt,"T hey’re getting wages, and, and the economy has largely reopened and is broadly normalizing, as you see.",0.442393,0.675173
20240131.txt,"So I wouldn’ t say we ’re looking at that , that  sort of more innovative data as much.",0.598950,0.247504
20240131.txt,"You know, you point to rent s.  So, of course, we follow the , the components of inflation very carefully.",0.711653,0.250544
20240131.txt,W hich would be :  Goods inflation—I talked about that a little bit ; you mentioned housing inflation.,0.644229,0.417939
20240131.txt,"So the question is, when will these lower market rents find their way into measured rents , as measured, measured in PCE inflation?",0.631680,0.201328
20240131.txt,"And we think that ’s coming, and we know it ’s coming.",0.568079,0.445765
20240131.txt,"It ’s just a question of when and, and how big it ’ll be.",0.640500,0.119452
20240131.txt,"So —but  that’s in, in everyone ’s forecast, I would say.",0.693397,0.338956
20240131.txt,So that will —that will help.,0.504936,0.507283
20240131.txt,"But at the same time, we think goods inflation will probably— it’s been giving a lot of disinflation to the effort —and probably that declines over time, but it may well have some , some

January 31, 2024   Chair Powell ’s Press Conference   FINAL

more time to run.",0.590759,0.363805
20240131.txt,"You know, the se—the  supply chains are not perfectly back to where they were.",0.502501,0.146388
20240131.txt,"In addition, it takes time for the , the healing process to get into prices.",0.670379,0.413103
20240131.txt,So  there may be still a tailwind.,0.455013,0.346632
20240131.txt,"We’ ll find out with, with  that.",0.598127,0.237029
20240131.txt,"So we look at the things that relate to our mandate very carefully , and—as you would imagine.",0.695266,0.278141
20240131.txt,RACHEL SIEGEL.,0.457674,-0.001726
20240131.txt,"I guess , just as a quick follow -up—do you feel comfortable at this point saying the economy has reached a soft landing, or is that part of looking for more confidence?",0.593719,0.330673
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"No, I wouldn’ t—I wouldn’t  say we’ ve achieved that.",0.579164,0.415901
20240131.txt,"And I , I think we have —we have  a ways to go.",0.601255,0.436915
20240131.txt,"Inflation is still —you know, core inflation is still well above target on a 12- month basis.",0.640613,0.673274
20240131.txt,"Twelve months is our , our target, certainly.",0.706822,0.363472
20240131.txt,"I’m encouraged, and we’re encouraged by the progress.",0.426730,0.568388
20240131.txt,"But, you know, we ’re, we’re not —we’re not declaring victory at all at this point.",0.577143,0.282478
20240131.txt,We think we have a ways to go.,0.621294,0.421004
20240131.txt,MICHELLE SMITH.,0.442846,-0.006296
20240131.txt,Steve.,0.457689,0.156923
20240131.txt,STEVE LIESMAN.,0.481762,0.015618
20240131.txt,"Thank you, Mr. Chairman.",0.528086,0.419394
20240131.txt,You ’ve said that you would know the neutral rate by its works.,0.659240,0.220797
20240131.txt,So I ’m wondering what you could tell me —how do you believe the neutral rate is working or telling you right now that growth is stronger?,0.586745,0.343505
20240131.txt,"In other words, how much is the economy really being restrained right now by the current funds rate?",0.596570,0.322965
20240131.txt,"And how much restraint does it really need, additionally, if inflation is still coming down?",0.646434,0.402034
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"So it’s —I think you, you do see in the interest -sensitive parts of the economy— you do see, for example, housing.",0.594583,0.186474
20240131.txt,You see the effects.,0.537595,0.079289
20240131.txt,You do.,0.519286,0.180286
20240131.txt,"Your , your  second question, though, really, I think, is important, and that is , a lot of this has come through—a lot of the disinflationary process has come through the healing of supply chains and also of the labor market.",0.640152,0.375634
20240131.txt,"So you’ ve seen  the—you know, that other set of factors is really different from other

January 31, 2024   Chair Powell ’s Press Conference   FINAL

cycles and has brought that working with tighter , tighter  policy, which has enabled the supply side to recover —I think is that, that mixture has been behind what has enabled this.",0.621962,0.543213
20240131.txt,"So, no—we really do think that we ’re having an effect broadly across the economy.",0.594651,0.609616
20240131.txt,"I would point to the interest -sensitive parts of the economy as well as spending, generally.",0.706542,0.305501
20240131.txt,But it ’s a—it’s a  joint story.,0.527943,0.134645
20240131.txt,It ’s a complicated story.,0.511728,0.053599
20240131.txt,STEVE LIESMAN.,0.481762,0.015618
20240131.txt,"But , but how much restraint are you actually imparting to the economy, would you say, relative to the neutral rate?",0.649960,0.285107
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"It’s —so I think it’s, it’s —of course , you know that it ’s not something you can identify with any precision.",0.622162,0.147488
20240131.txt,"But if you— a standard approach would be to take the nominal rate —5.3 percent, let ’s say —and subtract sort of a , a forward measure of inflation.",0.697102,0.296295
20240131.txt,"If you do that —and there are many, many ways to calculate th e neutral rate —but that ’s one I like to do.",0.633093,0.196660
20240131.txt,"And , you know, you’ re going to get to something that is materially above mainstream estimates of neutrality —of the neutral rate —you will.",0.583708,0.504388
20240131.txt,"And —but at the same time, you look at the economy, and you say, “T his is an economy that grew 3.1 percent last year.",0.609288,0.324159
20240131.txt,"”  And , and you say, “What does that tell you about the neutral rate?",0.595425,0.187493
20240131.txt,"”  What ’s happening, though, is , the supply side has been recovering in the middle of this.",0.318052,0.592167
20240131.txt,"So that , that  won ’t go on forever.",0.604752,0.204134
20240131.txt,"So a lot of the growth we ’re seeing  is not —is—it isn ’t just a tug of war between , between interest rates and demand.",0.648604,0.261031
20240131.txt,"You ’re getting , you know, more activity because of the —of labor market healing and supply chains healing.",0.538620,0.442974
20240131.txt,"So I think the question is, when that peters out, I think the , the, you know, the, the  restriction will show up probably more , more  sharply.",0.574548,0.426083
20240131.txt,MICHELLE SMITH.,0.442845,-0.006296
20240131.txt,Rich.,0.446473,0.135241
20240131.txt,RICH MILLER.,0.445209,0.028296
20240131.txt,Thank you—sorry.,0.380220,0.231742
20240131.txt,"Thanks for taking the question, Mr. Chairman.",0.547850,0.382621
20240131.txt,"You mentioned earlier we ’re not seeking a weaker labor market, I think you, you said.",0.584665,0.524799
20240131.txt,"Can you

January 31, 2024   Chair Powell ’s Press Conference   FINAL

talk a little bit more about that?",0.560946,0.135419
20240131.txt,"Do you—do you think the labor market now is back to quote, unquote, “ normal”  and that the —we can achieve the inflation target without wage gains coming back down to what they were pre -pandemic?",0.580467,0.361701
20240131.txt,"Even with today’ s ECI levels, they were still above those pre -pandemic levels.",0.405596,0.612540
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"I , I think the labor market by many measures is at or nearing normal —but not totally back to normal.",0.517779,0.467745
20240131.txt,And you pointed to one or more of them.,0.539329,0.116508
20240131.txt,"So  I think, you know, job openings are not quite back to where they were.",0.456049,0.183919
20240131.txt,"Wages —wage  increases, rather, are not quite back to where they— to where they would need to be in the longer run.",0.506990,0.328906
20240131.txt,"I , I would look at it this way, though.",0.635871,0.236208
20240131.txt,"The , the economy is broadly normalizing, and so is the labor market.",0.645619,0.571042
20240131.txt,And that process will probably take some time.,0.673019,0.315776
20240131.txt,"So wage setting is something that happens —it’s, it’s—you know, probably will take a couple of years to get all the way back.",0.634027,0.283904
20240131.txt,And that ’s okay.,0.505671,0.475895
20240131.txt,That’s okay.,0.514276,0.343027
20240131.txt,"But we do see —you saw today’ s ECI reading —you know, the evidence is that , that wage increases are still at a healthy level —very healthy level —but they’ re gradually moving back to levels that would be more associated —given, given assumptions about productivity, are more typically associated with 2 percent inflation.",0.555060,0.715824
20240131.txt,"It’s, it’s an ongoing process —a healthy one — and, and, you know, I think we ’re, we’re  moving in the right direction.",0.562538,0.621504
20240131.txt,RICH MILLER.,0.445209,0.028296
20240131.txt,"So that process can continue without a weakening of the labor market, basically, you’ re saying?",0.600388,0.429725
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"I think the , the labor market is —it— I don’t know if I’d —it’s rebalancing.",0.563687,0.237467
20240131.txt,"Clearly , that the —there was a fairly severe imbalance between demand for workers and supply at the beginning of the pandemic.",0.431449,0.372595
20240131.txt,So we lost several million workers at the beginning of the pandemic from people dropping out of the labor force.,0.044375,-0.064665
20240131.txt,"And then when the economy reopened—you remember 2021—you had a severe labor shortage , and it was just —it

January 31, 2024   Chair Powell ’s Press Conference   FINAL

was everywhere —panic on the part of businesses —couldn’ t, couldn’t  find people.",0.163785,-0.013679
20240131.txt,"So , what ’s happened is —we expected labor —the labor supply—labor market to come back quickly, and it didn’ t.  And 2022 was a disappointing year, and, you know, we were kind of thinking, “Well, maybe we won’ t get it back.",0.288959,0.175405
20240131.txt,"”  And then 2023, we did, as you know —so labor force participation came back strongly in ’ 23, and so did immigration.",0.464648,0.560799
20240131.txt,Immigration came to a halt during the pandemic.,0.281079,0.082491
20240131.txt,So—and so those two forces have significantly lowered the temperature in the labor market to what is still a very strong labor market.,0.438891,0.648207
20240131.txt,"It’ s still a good labor market for wages and for finding a job, but it ’s getting back into balance , and that ’s what we want to see.",0.533204,0.555375
20240131.txt,"And , you know, one great way to look at that is what ’s happening with, with  wage increases.",0.599593,0.429873
20240131.txt,"And you see it now across the, the  major things that we —that we  track.",0.624066,0.180114
20240131.txt,"It isn ’t every quarter, but , overall , there ’s a clear trend —still at high levels, but back down to where —what would be consistent with, with where  we were before the pandemic and with 2 percent inflation.",0.677734,0.565321
20240131.txt,MICHELLE SMITH.,0.442846,-0.006296
20240131.txt,Chris.,0.466634,0.101960
20240131.txt,CHRIS TOPHER RUGABER.,0.478397,0.039428
20240131.txt,"Hi, Chris Rugaber at Associated Press.",0.480863,0.088727
20240131.txt,Thank you.,0.520864,0.334204
20240131.txt,I wanted to follow up on Rich’ s question.,0.575763,0.200202
20240131.txt,It sounded like you suggested that you’ re not worried about faster growth so much—s o wanted to see if you’ re seeing anything that suggests that inflation could reaccelerate from here .,0.605064,0.488172
20240131.txt,And it sounds like you ’re saying you’ re not worried that solid growth from here on out poses any risk to inflation.,0.679999,0.532193
20240131.txt,Thank you.,0.520864,0.334204
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"No, I think that that is a risk —the risk that inflation would , would reaccelerate.",0.650564,0.560406
20240131.txt,"I think the , the greater risk is that it would —that it would  stabilize at a level meaningfully above 2 percent.",0.616458,0.733642
20240131.txt,"That ’s, that’s,  to me , more likely.",0.619811,0.376290
20240131.txt,"Of course, if —if inflation were to surprise by moving back up, that would—we would have to respond to that , and that would—

January 31, 2024   Chair Powell ’s Press Conference   FINAL

that would be a surprise at this point.",0.553772,0.527918
20240131.txt,"But I have to tell you, that ’s why we keep our options open here and why we ’re not , you know, rushing.",0.670965,0.412585
20240131.txt,"So I , I think both of those are risks, but I think the more likely risk is the one that I mentioned, which is , you’ ve had six good months —very good months —but what, what ’s really going to “ shake out ” here?",0.564585,0.273394
20240131.txt,"You know, where —what will— when we look back, what will we see?",0.551148,0.096391
20240131.txt,"Will , will  inflation have dipped and then come back up?",0.515113,0.367384
20240131.txt,Are the last six months flattered by factors that are —that are  one-off factors that won ’t repeat themselves?,0.538140,0.255563
20240131.txt,We don’ t think so.,0.572643,0.171089
20240131.txt,"We don’t —you know, that ’s not what we think, but that ’s the question we are asking .",0.598826,0.150711
20240131.txt,"We have to ask  [that], and we want to get comfort on that.",0.615387,0.440763
20240131.txt,CHRIS TOPHER RUGABER.,0.478397,0.039428
20240131.txt,And just one quick follow -up—Governor Waller had mentioned the revisions that are coming on February 9th for the CPI data.,0.619145,0.151234
20240131.txt,Is that something you’re watching as well?,0.534682,0.073216
20240131.txt,"And if , if we see those revisions fairly minor, is that going to give you more confidence where things are going?",0.643438,0.480889
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,We’ ll just have to see.,0.604110,0.156412
20240131.txt,Yeah.,0.441488,0.227255
20240131.txt,We’ ll—we look at those.,0.621946,0.212731
20240131.txt,"Last year was a—was a, a surprise.",0.441974,0.260425
20240131.txt,MICHELLE SMITH.,0.442846,-0.006296
20240131.txt,Mike.,0.449704,0.038990
20240131.txt,MICHAEL MCKEE.,0.494046,0.059414
20240131.txt,"Michael McKee, Bloomberg Radio and Television.",0.466194,0.012610
20240131.txt,"If you don’ t want to use the term “ soft landing,”  would you say, at least , that, from your point of view now, the other scenario of a hard landing caused by the F ed is off the table or the risks have diminished very much?",0.510959,0.330112
20240131.txt,"And you mentioned below –2 percent inflation for —on a three -month basis, core PCE has been running at 1 ½ percent.",0.617123,0.383364
20240131.txt,"And there are those on Wall Street who think that if you maintain the level of restriction you have right now, you could end up with inflation running below your target.",0.480220,0.272402
20240131.txt,How do you see that?,0.522822,0.096826
20240131.txt,"January 31, 2024   Chair Powell ’s Press Conference   FINAL

CHAIR POWELL.",0.509373,0.054544
20240131.txt,"So , how to—your first question—how to describe where we are?",0.567290,0.132214
20240131.txt,So I guess I would just say this —executive summary would be that growth is solid to strong over the course of last year.,0.643396,0.587551
20240131.txt,The labor market —3.7 percent unemployment indicates that the labor market is strong.,0.289722,0.723891
20240131.txt,"We’ ve had just about two years now of , of unemployment under 4 percent.",0.232030,0.211834
20240131.txt,That hasn ’t happened in 50 years.,0.550405,0.214275
20240131.txt,So it ’s a good labor market.,0.542436,0.429193
20240131.txt,And we ’ve seen inflation come down.,0.337676,0.379725
20240131.txt,We’ ve talked about that.,0.586641,0.337325
20240131.txt,So  we’ve got six months of good inflation data and an expectati on that there ’s more to come.,0.525727,0.661007
20240131.txt,So this is a —this is a  good situation.,0.552025,0.500493
20240131.txt,Let ’s be honest.,0.580209,0.198404
20240131.txt,This is a— this is a good economy.,0.553288,0.459806
20240131.txt,But what ’s the outlook?,0.585381,0.166142
20240131.txt,That ’s looking in the re arview —the outlook—we do expect growth to moderate.,0.492206,0.620521
20240131.txt,"Of course, we have expected it for some time, and it hasn’ t happened, but we do expect that it will moderate as supply chain and labor market normalization runs its course.",0.514646,0.780966
20240131.txt,"The l abor market is rebalancing , as, as I mentioned .",0.608263,0.487404
20240131.txt,Job creation has slowed.,0.179105,0.132416
20240131.txt,The base of job growth has narrowed.,0.174274,0.205563
20240131.txt,"And , of course, 12- month inflation is, is above target and getting, you know, getting down closer to target.",0.578564,0.442502
20240131.txt,"It ’s not guaranteed, but we do seem to be getting on track for that.",0.444884,0.692776
20240131.txt,"So those are the risks and , and questions we have to answer.",0.633378,0.181313
20240131.txt,"But , overall, this is a pretty good picture.",0.496347,0.596606
20240131.txt,"It, it is a good picture.",0.523258,0.493355
20240131.txt,Your second question was —sorry.,0.464910,0.246032
20240131.txt,MICHAEL MCKEE.,0.494046,0.059414
20240131.txt,"Could you get inflation that is below target —end up with inflation below target , and you have to do something about that?",0.623062,0.260145
20240131.txt,CHAIR POWELL.,0.436572,0.061725
20240131.txt,"So we —the thing is, we ’re not looking for inflation to tap the 2 percent base once.",0.671689,0.438397
20240131.txt,We ’re looking for it to settle out over time at 2 percent.,0.668943,0.513215
